ticker,rv_current,rv_percentile,rv_52w_min,rv_52w_max,rv_20,rv_60,rv_term_structure,atr_pct,atr_pct_percentile,expansion_ratio,expansion_tier,adv_30d,adv_90d,close_price,last_date,cv_30,range_rel_20,volume_spike_180,is_compressed,is_deal_pending,is_straddle_candidate,rank_rv_pct,rank_atr_pct,rank_term_structure,borda_score,borda_rank,name,type,market_cap,next_earnings_date,days_to_earnings
MOS,49.16,94.05,34.9,52.44,30.56,52.94,0.577,4.009,9.13,1.07,INSUFFICIENT,8750517,8991566,22.62,2026-05-26,0.04116,0.03589,4.12,False,False,False,,,,,,The Mosaic Company,Common Stock,7189691392.0,2026-08-04,69.0
CZR,58.28,94.31,42.39,65.13,45.41,41.08,1.106,3.381,18.65,1.12,INSUFFICIENT,3880203,5422775,28.38,2026-05-26,0.02171,0.03404,10.69,False,False,False,,,,,,Caesars Entertainment Corporation,Common Stock,5780350976.0,2026-07-28,62.0
FIS,38.44,94.31,22.1,38.44,41.18,35.77,1.151,3.909,94.05,1.0,INSUFFICIENT,6232065,6111627,42.22,2026-05-26,0.04978,0.03179,3.6,False,False,False,,,,,,Fidelity National Information Services Inc,Common Stock,21822638080.0,2026-08-04,69.0
WSC,58.6,94.31,40.8,59.96,85.97,63.51,1.354,5.992,90.48,1.02,INSUFFICIENT,3063312,2352889,25.77,2026-05-26,0.09923,0.04844,6.22,False,False,False,,,,,,Willscot Mobile Mini Holdings Corp A,Common Stock,4485048320.0,2026-08-06,71.0
TTEK,41.48,94.31,17.8,48.93,33.75,29.33,1.151,4.159,82.14,1.18,INSUFFICIENT,3493832,3147854,27.73,2026-05-26,0.06788,0.0436,3.44,False,False,False,,,,,,Tetra Tech Inc,Common Stock,7196619776.0,2026-07-29,63.0
EWT,32.63,94.44,16.5,33.84,36.51,36.3,1.006,2.658,29.37,1.04,INSUFFICIENT,5791027,6527695,102.14,2026-05-26,0.06147,0.01608,4.81,False,False,False,,,,,,iShares MSCI Taiwan ETF,ETF,5380499968.0,,
VZ,27.17,94.44,15.49,28.39,18.37,19.11,0.961,1.718,0.4,1.04,INSUFFICIENT,22524008,28535595,48.49,2026-05-26,0.0176,0.01843,5.06,False,False,False,,,,,,Verizon Communications Inc,Common Stock,202472865792.0,2026-07-21,55.0
KBR,36.24,94.58,25.6,37.75,53.8,36.09,1.491,4.21,94.84,1.04,INSUFFICIENT,1808552,1537336,33.52,2026-05-26,0.06861,0.03999,4.3,False,False,False,,,,,,KBR Inc,Common Stock,4249999616.0,2026-08-05,70.0
FUTU,80.67,94.58,41.13,80.67,148.44,95.11,1.561,11.168,99.6,1.0,INSUFFICIENT,4254487,2510325,107.7,2026-05-26,0.12682,0.05567,40.24,False,False,False,,,,,,Futu Holdings Ltd,Common Stock,15098946560.0,,
BF-B,48.41,94.71,28.47,49.61,54.22,52.78,1.027,3.978,48.02,1.02,INSUFFICIENT,4159646,5421647,25.38,2026-05-26,0.05385,0.03942,7.58,False,False,False,,,,,,Brown-Forman Corporation,Common Stock,12018034688.0,2026-06-10,14.0
AMAT,52.84,94.71,39.23,53.82,55.57,52.47,1.059,4.454,80.16,1.02,INSUFFICIENT,7004545,7353357,454.89,2026-05-26,0.05007,0.03753,3.62,False,False,False,,,,,,Applied Materials Inc,Common Stock,361164210176.0,2026-08-13,78.0
VALE,39.21,94.71,19.96,41.08,36.83,37.08,0.993,2.905,19.84,1.05,INSUFFICIENT,24508226,32551304,16.5,2026-05-26,0.0359,0.02335,2.91,False,False,False,,,,,,Vale SA ADR,Common Stock,70256721920.0,2026-07-30,64.0
OKTA,57.65,94.97,29.1,65.15,40.76,57.49,0.709,4.528,79.37,1.13,INSUFFICIENT,3235353,3438650,93.81,2026-05-26,0.08522,0.04258,3.42,False,False,False,,,,,,Okta Inc,Common Stock,16536923136.0,2026-05-28,1.0
OPCH,58.03,94.97,26.31,59.69,110.52,66.96,1.65,4.23,88.89,1.03,INSUFFICIENT,4021477,2517279,21.35,2026-05-26,0.1637,0.04559,9.82,False,False,False,,,,,,Option Care Health Inc,Common Stock,3286585600.0,2026-07-29,63.0
LRCX,59.16,95.11,33.45,60.99,57.65,60.81,0.948,4.683,69.44,1.03,INSUFFICIENT,9307842,10485783,322.68,2026-05-26,0.06858,0.04263,3.78,False,False,False,,,,,,Lam Research Corp,Common Stock,403534249984.0,2026-07-29,63.0
EXPE,58.09,95.11,27.78,62.27,44.68,49.61,0.901,4.679,75.79,1.07,INSUFFICIENT,1693467,2396047,222.97,2026-05-26,0.07925,0.04054,4.53,False,False,False,,,,,,Expedia Group Inc.,Common Stock,26761322496.0,2026-08-06,71.0
LYB,52.61,95.11,35.83,55.79,33.36,55.49,0.601,3.873,7.54,1.06,INSUFFICIENT,5905892,7478817,69.01,2026-05-26,0.03387,0.03352,4.1,False,False,False,,,,,,LyondellBasell Industries NV,Common Stock,22275377152.0,2026-07-31,65.0
XP,56.11,95.24,35.14,56.11,56.39,58.33,0.967,5.052,83.33,1.0,INSUFFICIENT,5289811,6392795,17.22,2026-05-26,0.07129,0.03895,3.36,False,False,False,,,,,,Xp Inc,Common Stock,8690513920.0,2026-08-17,82.0
FORM,73.66,95.24,50.4,75.11,78.91,72.22,1.093,7.9,96.03,1.02,INSUFFICIENT,2162737,1745210,136.48,2026-05-26,0.07231,0.07492,3.95,False,False,False,,,,,,FormFactor Inc,Common Stock,10639266816.0,2026-07-29,63.0
ICE,27.19,95.24,12.69,28.78,18.17,22.06,0.824,2.017,52.38,1.06,INSUFFICIENT,3145855,3643992,150.64,2026-05-26,0.02181,0.02294,3.6,False,False,False,,,,,,Intercontinental Exchange Inc,Common Stock,85188804608.0,2026-07-30,64.0
VVV,34.46,95.37,26.75,36.31,43.4,35.5,1.222,4.499,98.81,1.05,INSUFFICIENT,2408843,2101679,33.96,2026-05-26,0.03006,0.04077,3.43,False,False,False,,,,,,Valvoline Inc,Common Stock,4229096448.0,2026-08-05,70.0
RDW,128.52,95.37,83.72,136.49,141.71,118.65,1.194,9.416,51.59,1.06,INSUFFICIENT,38110571,28330561,22.04,2026-05-26,0.26243,0.11624,6.58,False,False,False,,,,,,Redwire Corp,Common Stock,4298633728.0,,
WIT,42.67,95.5,18.01,44.7,26.53,39.8,0.666,3.034,7.94,1.05,INSUFFICIENT,11219398,12363172,2.06,2026-05-26,0.05351,0.02729,5.2,False,False,False,,,,,,Wipro Limited ADR,Common Stock,21080193024.0,2026-07-16,50.0
UA,65.18,95.63,31.79,67.25,76.89,55.75,1.379,5.959,86.11,1.03,INSUFFICIENT,3013293,3717630,5.53,2026-05-26,0.09235,0.04626,6.73,False,False,False,,,,,,Under Armour Inc C,Common Stock,2357576704.0,2026-08-07,72.0
FLUT,51.57,95.63,28.58,53.55,40.72,41.86,0.973,4.998,86.51,1.04,INSUFFICIENT,3064522,3761300,93.81,2026-05-26,0.06212,0.04234,8.32,False,False,False,,,,,,Flutter Entertainment plc,Common Stock,16260969472.0,2026-08-06,71.0
SYK,26.76,95.63,16.35,27.51,38.12,29.12,1.309,2.729,86.9,1.03,INSUFFICIENT,2625332,2262623,313.0,2026-05-26,0.05769,0.0287,2.45,False,False,False,,,,,,Stryker Corporation,Common Stock,119991918592.0,2026-07-30,64.0
TDC,65.51,95.63,31.65,79.04,42.3,40.95,1.033,4.803,82.54,1.21,INSUFFICIENT,2238226,2111189,33.34,2026-05-26,0.10029,0.04995,7.51,False,False,False,,,,,,Teradata Corp,Common Stock,3137294080.0,2026-08-04,69.0
TTWO,37.92,95.77,22.07,39.47,37.19,31.16,1.194,4.102,94.44,1.04,INSUFFICIENT,1992245,2225082,220.67,2026-05-26,0.04728,0.03288,5.73,False,False,False,,,,,,Take-Two Interactive Software Inc,Common Stock,40971059200.0,2026-08-10,75.0
STNE,59.98,95.77,39.84,63.83,57.22,64.05,0.893,4.52,1.19,1.06,INSUFFICIENT,6821410,5781775,11.29,2026-05-26,0.08285,0.04257,9.06,False,False,False,,,,,,StoneCo Ltd,Common Stock,2675510528.0,,
EL,61.29,96.03,36.62,62.78,56.92,57.32,0.993,4.249,72.22,1.02,INSUFFICIENT,3607003,4472236,86.6,2026-05-26,0.04909,0.04024,5.55,False,False,False,,,,,,Estee Lauder Companies Inc,Common Stock,31331438592.0,2026-08-19,84.0
CMCSA,35.2,96.16,19.98,36.89,20.74,39.81,0.521,2.518,3.57,1.05,INSUFFICIENT,31844054,33179727,25.15,2026-05-26,0.07026,0.02559,8.23,False,False,False,,,,,,Comcast Corp,Common Stock,89841549312.0,2026-07-30,64.0
SBS,36.77,96.16,27.52,38.22,34.28,40.08,0.855,3.251,0.0,1.04,INSUFFICIENT,6514884,6831256,5.73,2026-05-26,0.07445,0.05395,2.75,False,False,False,,,,,,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,Common Stock,19848110080.0,,
MSFT,32.8,96.3,14.85,33.24,23.55,26.12,0.901,2.577,82.54,1.01,INSUFFICIENT,34696908,36362793,416.03,2026-05-26,0.0191,0.02315,4.7,False,False,False,,,,,,Microsoft Corporation,Common Stock,3090451791872.0,2026-07-29,63.0
CWK,53.62,96.3,31.5,54.38,37.12,36.85,1.007,4.637,84.52,1.01,INSUFFICIENT,1523629,1946953,12.8,2026-05-26,0.05334,0.04272,6.89,False,False,False,,,,,,Cushman & Wakefield plc,Common Stock,3020133632.0,2026-08-05,70.0
UL,24.92,96.3,15.3,27.24,22.89,26.45,0.865,1.847,1.59,1.09,INSUFFICIENT,4058568,4319727,57.07,2026-05-26,0.0126,0.01385,5.86,False,False,False,,,,,,Unilever PLC ADR,Common Stock,123971411968.0,2026-07-28,62.0
DELL,70.14,96.43,34.31,70.14,86.72,65.66,1.321,5.986,98.02,1.0,INSUFFICIENT,6617129,8069549,305.08,2026-05-26,0.12781,0.05372,5.1,False,False,False,,,,,,Dell Technologies Inc,Common Stock,198881558528.0,2026-05-28,1.0
INOD,136.54,96.56,74.81,137.84,239.49,152.08,1.575,13.714,100.0,1.01,INSUFFICIENT,2417650,1609929,95.91,2026-05-26,0.38967,0.10514,15.67,False,False,False,,,,,,Innodata Inc,Common Stock,3131975424.0,2026-07-30,64.0
DOC,36.38,96.56,21.47,36.65,60.09,40.38,1.488,3.196,12.7,1.01,INSUFFICIENT,8460964,8899888,20.03,2026-05-26,0.08983,0.02933,3.82,False,False,False,,,,,,Healthpeak Properties Inc,Common Stock,13602250752.0,2026-07-23,57.0
FIGS,82.52,96.69,42.68,82.52,117.3,83.17,1.41,7.304,93.25,1.0,INSUFFICIENT,3713983,3578855,12.8,2026-05-26,0.12708,0.05767,10.53,False,False,False,,,,,,Figs Inc,Common Stock,2094772480.0,2026-08-06,71.0
TGB,73.75,96.69,48.43,75.98,72.97,69.94,1.043,6.809,86.51,1.03,INSUFFICIENT,4751929,6093606,7.06,2026-05-26,0.05959,0.05141,3.04,False,False,False,,,,,,Taseko Mines Ltd,Common Stock,2581370112.0,2026-08-05,70.0
FAST,29.28,96.69,19.44,29.97,20.02,27.63,0.725,2.091,4.76,1.02,INSUFFICIENT,6688935,8088596,44.45,2026-05-26,0.01473,0.0204,4.65,False,False,False,,,,,,Fastenal Company,Common Stock,51030159360.0,2026-07-13,47.0
IQV,48.36,96.69,26.59,51.6,42.86,39.06,1.097,3.911,75.79,1.07,INSUFFICIENT,1716520,1978603,162.0,2026-05-26,0.04185,0.03815,4.86,False,False,False,,,,,,IQVIA Holdings Inc,Common Stock,27244738560.0,2026-07-21,55.0
CX,44.52,96.83,24.31,44.92,48.09,47.73,1.008,3.272,69.44,1.01,INSUFFICIENT,5592775,6573668,13.1,2026-05-26,0.04341,0.03085,4.0,False,False,False,,,,,,Cemex SAB de CV ADR,Common Stock,18123483136.0,2026-07-23,57.0
MAS,39.5,96.83,24.09,40.05,37.18,40.59,0.916,3.29,62.7,1.01,INSUFFICIENT,3320560,2882283,68.9,2026-05-26,0.05037,0.03012,3.48,False,False,False,,,,,,Masco Corporation,Common Stock,13899502592.0,2026-07-30,64.0
RXO,85.0,96.83,50.71,90.79,113.19,81.33,1.392,7.711,82.54,1.07,INSUFFICIENT,2764458,2441264,25.0,2026-05-26,0.11232,0.07276,8.23,False,False,False,,,,,,RXO Inc.,Common Stock,4123008000.0,2026-08-06,71.0
RKLB,101.9,96.96,70.87,101.98,133.5,105.48,1.266,8.854,84.13,1.0,INSUFFICIENT,27421256,23423950,143.2,2026-05-26,0.23751,0.08469,3.58,False,False,False,,,,,,Rocket Lab USA Inc.,Common Stock,81805549568.0,2026-08-06,71.0
ADSK,38.74,97.09,21.58,40.51,29.55,35.35,0.836,3.669,86.9,1.05,INSUFFICIENT,1819227,2155872,238.23,2026-05-26,0.02372,0.03149,3.33,False,False,False,,,,,,Autodesk Inc,Common Stock,50301132800.0,2026-05-28,1.0
XOM,29.9,97.09,17.44,30.32,35.13,30.8,1.141,3.072,41.27,1.01,INSUFFICIENT,16992412,21061552,149.81,2026-05-26,0.02949,0.02508,3.3,False,False,False,,,,,,Exxon Mobil Corp,Common Stock,620954517504.0,2026-07-31,65.0
NDAQ,31.43,97.09,15.96,31.73,16.24,23.53,0.69,2.001,42.46,1.01,INSUFFICIENT,3188338,4002235,90.88,2026-05-26,0.01832,0.02096,4.5,False,False,False,,,,,,Nasdaq Inc,Common Stock,51396345856.0,2026-07-23,57.0
SSNC,31.92,97.09,15.05,32.22,23.37,25.28,0.924,2.968,80.95,1.01,INSUFFICIENT,2540074,2563631,66.74,2026-05-26,0.03065,0.02723,3.14,False,False,False,,,,,,SS&C Technologies Holdings Inc,Common Stock,16073263104.0,2026-07-22,56.0
G,42.05,97.22,21.23,43.21,46.55,36.2,1.286,4.894,96.43,1.03,INSUFFICIENT,3143130,2642047,31.19,2026-05-26,0.06948,0.04364,3.5,False,False,False,,,,,,Genpact Limited,Common Stock,5286908416.0,2026-08-06,71.0
ALKS,46.28,97.35,32.22,47.03,40.06,48.4,0.828,3.339,51.98,1.02,INSUFFICIENT,1895493,2247064,37.35,2026-05-26,0.05024,0.03319,6.02,False,False,False,,,,,,Alkermes Plc,Common Stock,6225340928.0,2026-07-28,62.0
OGN,85.68,97.35,40.93,87.11,6.77,95.04,0.071,0.495,0.0,1.02,INSUFFICIENT,12623210,7848433,13.41,2026-05-26,0.15792,0.0057,29.94,False,False,False,,,,,,Organon & Co,Common Stock,3526729728.0,,
CAG,32.93,97.35,22.63,33.88,30.34,32.04,0.947,3.27,3.17,1.03,INSUFFICIENT,14155594,14422421,13.15,2026-05-26,0.0229,0.03012,2.65,False,False,False,,,,,,"Conagra Brands, Inc.",Common Stock,6487607808.0,2026-07-09,43.0
GFL,33.36,97.35,17.21,33.43,24.78,33.89,0.731,2.676,75.4,1.0,INSUFFICIENT,2660248,2010625,35.53,2026-05-26,0.04153,0.02929,4.57,False,False,False,,,,,,Gfl Environmental Holdings Inc,Common Stock,12893894656.0,2026-07-29,63.0
CGNX,66.63,97.49,41.11,71.85,49.35,43.05,1.146,4.948,89.68,1.08,INSUFFICIENT,2397402,2280768,68.33,2026-05-26,0.08693,0.04276,7.28,False,False,False,,,,,,Cognex Corporation,Common Stock,11371442176.0,2026-07-29,63.0
ERAS,136.16,97.49,73.51,155.41,251.89,160.36,1.571,6.112,7.54,1.14,INSUFFICIENT,7906597,6338303,11.5,2026-05-26,0.35144,0.08001,15.35,False,False,False,,,,,,Erasca Inc,Common Stock,3495466240.0,,
ALC,33.03,97.62,22.1,33.44,54.43,36.87,1.476,3.172,94.84,1.01,INSUFFICIENT,2221985,1846318,67.7,2026-05-26,0.08756,0.02295,4.24,False,False,False,,,,,,Alcon AG,Common Stock,33056305152.0,2026-08-10,75.0
PHYS,37.95,97.62,14.09,38.8,21.58,28.92,0.746,1.686,47.62,1.02,INSUFFICIENT,2771945,6690185,34.12,2026-05-26,0.02398,0.01173,11.71,False,False,False,,,,,,Sprott Physical Gold Trust,Common Stock,16259640320.0,,
CCEP,24.28,97.62,18.1,25.51,25.43,25.45,0.999,2.365,18.65,1.05,INSUFFICIENT,1641868,1801087,93.41,2026-05-26,0.02225,0.02254,4.46,False,False,False,,,,,,Coca-Cola European Partners PLC,Common Stock,41674178560.0,2026-08-04,69.0
KR,30.28,97.75,21.63,30.84,30.63,29.77,1.029,2.928,55.56,1.02,INSUFFICIENT,5125567,6236662,64.55,2026-05-26,0.0207,0.02307,3.76,False,False,False,,,,,,Kroger Company,Common Stock,39798996992.0,2026-06-18,22.0
PAYX,30.51,97.75,19.72,31.63,30.13,29.33,1.027,3.16,9.92,1.04,INSUFFICIENT,3139244,3885690,94.8,2026-05-26,0.02388,0.02913,3.54,False,False,False,,,,,,Paychex Inc,Common Stock,33965975552.0,2026-06-25,29.0
NTR,37.34,97.75,20.06,40.41,39.63,39.43,1.005,3.073,12.3,1.08,INSUFFICIENT,2692087,3423866,69.94,2026-05-26,0.02975,0.02528,4.18,False,False,False,,,,,,Nutrien Ltd,Common Stock,33572847616.0,2026-08-05,70.0
QGEN,42.21,97.88,20.34,43.98,49.99,36.96,1.353,2.461,67.06,1.04,INSUFFICIENT,2249685,2378158,35.54,2026-05-26,0.08693,0.02509,10.52,False,False,False,,,,,,Qiagen NV,Common Stock,7330125312.0,2026-08-04,69.0
HUN,64.52,97.88,48.74,65.74,51.7,59.66,0.867,4.308,3.57,1.02,INSUFFICIENT,5076986,6306344,14.74,2026-05-26,0.03906,0.04985,3.37,False,False,False,,,,,,Huntsman Corporation,Common Stock,2584645888.0,2026-07-30,64.0
USFD,34.26,97.88,19.2,35.41,28.26,26.57,1.064,3.209,90.48,1.03,INSUFFICIENT,2466943,2706944,81.3,2026-05-26,0.05475,0.02675,4.07,False,False,False,,,,,,US Foods Holding Corp,Common Stock,17750968320.0,2026-08-06,71.0
MU,79.69,97.88,38.67,79.69,103.81,85.86,1.209,7.389,89.68,1.0,INSUFFICIENT,47683584,43947936,895.88,2026-05-26,0.22209,0.06884,2.23,False,False,False,,,,,,Micron Technology Inc,Common Stock,1010314379264.0,2026-06-24,28.0
LOW,29.39,98.02,20.45,30.91,29.05,29.78,0.975,2.895,72.22,1.05,INSUFFICIENT,2820335,2793183,212.08,2026-05-26,0.05231,0.02577,2.81,False,False,False,,,,,,Lowe's Companies Inc,Common Stock,118976880640.0,2026-08-19,84.0
SYY,38.88,98.02,17.01,39.04,19.92,40.06,0.497,2.019,3.57,1.0,INSUFFICIENT,4305905,4614762,75.32,2026-05-26,0.01881,0.02101,7.45,False,False,False,,,,,,Sysco Corporation,Common Stock,36016713728.0,2026-07-28,62.0
GBTG,87.61,98.02,33.23,89.96,161.17,97.74,1.649,0.692,0.0,1.03,INSUFFICIENT,5264491,2846024,9.45,2026-05-26,0.23153,0.01188,58.76,False,False,False,,,,,,Global Business Travel Group Inc,Common Stock,4927758336.0,,
PYPL,51.23,98.15,30.59,51.56,32.11,32.22,0.996,2.364,18.25,1.01,INSUFFICIENT,14172495,20693852,44.16,2026-05-26,0.05858,0.02474,9.37,False,False,False,,,,,,PayPal Holdings Inc,Common Stock,39015526400.0,2026-07-28,62.0
WCN,27.68,98.15,15.54,28.25,18.89,25.59,0.738,2.088,75.79,1.02,INSUFFICIENT,1604378,1608055,153.68,2026-05-26,0.02766,0.02037,3.53,False,False,False,,,,,,Waste Connections Inc,Common Stock,39047151616.0,,
WT,46.17,98.15,25.51,47.55,45.3,50.54,0.896,3.577,68.65,1.03,INSUFFICIENT,3224011,3586167,19.24,2026-05-26,0.06482,0.03795,4.74,False,False,False,,,,,,WisdomTree Inc.,Common Stock,2942589952.0,2026-07-30,64.0
PBR,38.25,98.15,25.1,38.71,35.1,40.86,0.859,3.476,23.81,1.01,INSUFFICIENT,19228281,27445941,19.4,2026-05-26,0.03527,0.02588,3.66,False,False,False,,,,,,Petroleo Brasileiro Petrobras SA ADR,Common Stock,128242884608.0,2026-08-06,71.0
LUV,54.39,98.15,33.4,55.31,40.03,49.21,0.813,3.674,46.03,1.02,INSUFFICIENT,7200506,9085594,42.28,2026-05-26,0.03906,0.03381,4.08,False,False,False,,,,,,Southwest Airlines Company,Common Stock,20665352192.0,2026-07-22,56.0
CDE,82.32,98.15,47.85,84.96,70.74,73.56,0.962,6.563,69.44,1.03,INSUFFICIENT,18899900,25899618,18.37,2026-05-26,0.05899,0.0499,7.06,False,False,False,,,,,,Coeur Mining Inc,Common Stock,18930919424.0,2026-08-05,70.0
AG,86.5,98.28,53.68,88.58,84.61,75.3,1.124,9.685,82.94,1.02,INSUFFICIENT,13184134,21012600,20.28,2026-05-26,0.06806,0.05222,2.98,False,False,False,,,,,,First Majestic Silver Corp,Common Stock,10013646848.0,2026-08-13,78.0
CHRW,48.04,98.28,30.0,49.69,49.47,40.93,1.208,3.631,81.35,1.03,INSUFFICIENT,2134574,2224090,177.91,2026-05-26,0.048,0.03799,10.44,False,False,False,,,,,,CH Robinson Worldwide Inc,Common Stock,20970792960.0,2026-07-29,63.0
PFGC,35.85,98.28,20.91,36.59,30.45,30.89,0.986,3.317,87.3,1.02,INSUFFICIENT,1943418,2138857,93.91,2026-05-26,0.03214,0.0289,9.35,False,False,False,,,,,,Performance Food Group Co,Common Stock,14739804160.0,2026-08-12,77.0
MO,25.72,98.41,16.65,27.04,34.37,25.52,1.347,1.946,1.19,1.05,INSUFFICIENT,9022138,9638019,72.37,2026-05-26,0.05161,0.02054,4.55,False,False,False,,,,,,Altria Group,Common Stock,120850030592.0,2026-07-30,64.0
DDOG,76.03,98.41,40.41,77.79,99.37,72.8,1.365,5.517,79.76,1.02,INSUFFICIENT,6101007,5938873,223.65,2026-05-26,0.24115,0.04845,5.77,False,False,False,,,,,,Datadog Inc,Common Stock,79137071104.0,2026-08-06,71.0
GPGI,77.58,98.41,34.31,81.12,125.36,89.17,1.406,9.271,95.24,1.05,INSUFFICIENT,3693362,3912288,12.6,2026-05-26,0.13597,0.06918,17.48,False,False,False,,,,,,"GPGI, Inc.",Common Stock,3600079104.0,2026-08-10,75.0
BOX,42.05,98.41,18.58,42.97,41.38,43.09,0.96,3.895,84.92,1.02,INSUFFICIENT,2221240,2542346,25.62,2026-05-26,0.0349,0.03269,3.37,False,False,False,,,,,,Box Inc,Common Stock,3599077888.0,,
SBSW,76.43,98.54,54.49,78.39,76.42,69.71,1.096,6.32,61.9,1.03,INSUFFICIENT,4609177,6499902,12.16,2026-05-26,0.06206,0.03899,2.85,False,False,False,,,,,,Sibanye Gold Ltd ADR,Common Stock,8275356160.0,,
ORLA,80.48,98.54,67.38,83.11,69.07,69.77,0.99,7.233,83.73,1.03,INSUFFICIENT,3353943,2680789,12.58,2026-05-26,0.10019,0.05083,11.14,False,False,False,,,,,,Orla Mining Ltd,Common Stock,4151904000.0,,
FRSH,59.42,98.54,30.21,60.2,44.45,41.59,1.069,5.48,86.11,1.01,INSUFFICIENT,11677430,8068072,9.04,2026-05-26,0.04301,0.04916,5.83,False,False,False,,,,,,Freshworks Inc,Common Stock,2508640000.0,2026-07-28,62.0
AMKR,72.68,98.54,44.8,74.01,74.21,73.64,1.008,6.562,79.76,1.02,INSUFFICIENT,5143452,4504346,73.46,2026-05-26,0.0673,0.06323,3.58,False,False,False,,,,,,Amkor Technology Inc,Common Stock,18208714752.0,2026-07-27,61.0
PAAS,66.72,98.68,34.89,67.79,66.65,57.59,1.157,5.866,81.35,1.02,INSUFFICIENT,5072124,7445746,55.35,2026-05-26,0.06249,0.03828,4.36,False,False,False,,,,,,Pan American Silver Corp.,Common Stock,23321722880.0,2026-08-05,70.0
WMG,38.95,98.68,22.32,39.5,40.13,38.5,1.042,4.152,84.13,1.01,INSUFFICIENT,2543170,2473358,34.56,2026-05-26,0.07969,0.03755,4.3,False,False,False,,,,,,Warner Music Group,Common Stock,18110490624.0,2026-08-06,71.0
NEM,55.17,98.68,32.11,56.25,49.77,51.94,0.958,4.203,69.44,1.02,INSUFFICIENT,7254307,9597567,111.61,2026-05-26,0.03963,0.03107,4.7,False,False,False,,,,,,Newmont Goldcorp Corp,Common Stock,119149568000.0,2026-07-23,57.0
FROG,87.97,98.68,40.77,88.72,87.58,72.53,1.208,6.123,76.19,1.01,INSUFFICIENT,2710862,3224896,73.01,2026-05-26,0.20561,0.0558,7.59,False,False,False,,,,,,Jfrog Ltd,Common Stock,8961648640.0,2026-08-06,71.0
INTC,86.06,98.68,47.09,88.43,91.8,85.54,1.073,7.854,95.63,1.03,INSUFFICIENT,143861396,119478617,123.52,2026-05-26,0.2306,0.07154,5.39,False,False,False,,,,,,Intel Corporation,Common Stock,620811517952.0,2026-07-23,57.0
IP,47.78,98.81,32.55,48.31,57.33,49.94,1.148,3.794,7.14,1.01,INSUFFICIENT,7125963,7390262,31.96,2026-05-26,0.0636,0.03943,3.55,False,False,False,,,,,,International Paper,Common Stock,16923361280.0,2026-07-30,64.0
NET,81.64,98.81,34.38,82.8,111.17,83.94,1.324,6.286,80.95,1.01,INSUFFICIENT,4346642,4870355,217.54,2026-05-26,0.08223,0.052,6.35,False,False,False,,,,,,Cloudflare Inc,Common Stock,76408799232.0,2026-07-30,64.0
XYL,30.38,98.81,15.72,31.67,29.41,26.22,1.122,2.208,59.92,1.04,INSUFFICIENT,2287413,2125191,111.13,2026-05-26,0.05314,0.02494,3.26,False,False,False,,,,,,Xylem Inc,Common Stock,26414876672.0,2026-08-06,71.0
BTI,27.15,98.81,17.61,27.58,32.2,28.96,1.112,2.368,13.49,1.02,INSUFFICIENT,3888775,4769604,64.94,2026-05-26,0.06413,0.01727,2.59,False,False,False,,,,,,British American Tobacco p.l.c.,Common Stock,140433293312.0,2026-07-30,64.0
LEGN,68.16,98.81,30.47,69.92,76.8,70.96,1.082,6.785,88.89,1.03,INSUFFICIENT,2652376,2302268,29.53,2026-05-26,0.1152,0.07195,5.75,False,False,False,,,,,,Legend Biotech Corp,Common Stock,5455177728.0,2026-08-10,75.0
TME,65.16,98.94,33.72,65.45,45.68,72.76,0.628,4.772,60.71,1.0,INSUFFICIENT,10448895,9712303,9.19,2026-05-26,0.0437,0.03818,11.61,False,False,False,,,,,,Tencent Music Entertainment Group,Common Stock,14424383488.0,2026-08-11,76.0
CLX,34.08,98.94,20.19,34.65,47.87,37.85,1.265,3.047,2.38,1.02,INSUFFICIENT,3255939,2572352,96.23,2026-05-26,0.05092,0.03039,6.48,False,False,False,,,,,,The Clorox Company,Common Stock,11636261888.0,2026-07-30,64.0
SHAK,73.09,98.94,36.95,73.66,124.74,82.7,1.508,8.273,95.63,1.01,INSUFFICIENT,2300323,1694034,61.82,2026-05-26,0.21961,0.04496,11.15,False,False,False,,,,,,Shake Shack Inc,Common Stock,2686679296.0,2026-07-30,64.0
BRZE,78.5,98.94,50.28,78.91,71.46,76.44,0.935,6.267,75.0,1.01,INSUFFICIENT,2795061,3254520,25.45,2026-05-26,0.06723,0.06242,5.41,False,False,False,,,,,,Braze Inc,Common Stock,2820303104.0,,
WHR,55.5,98.94,35.75,55.99,71.61,53.76,1.332,7.022,96.03,1.01,INSUFFICIENT,3288701,2895540,42.66,2026-05-26,0.13701,0.05223,8.69,False,False,False,,,,,,Whirlpool Corporation,Common Stock,2765354240.0,2026-07-29,63.0
CPNG,53.61,98.94,26.66,53.95,64.64,52.47,1.232,6.004,99.21,1.01,INSUFFICIENT,23530383,24284410,15.47,2026-05-26,0.12749,0.04014,6.7,False,False,False,,,,,,Coupang LLC,Common Stock,28936435712.0,2026-08-04,69.0
SW,47.56,99.07,30.12,47.67,48.17,45.7,1.054,3.858,16.27,1.0,INSUFFICIENT,5058396,5896971,39.2,2026-05-26,0.04062,0.03619,4.05,False,False,False,,,,,,Smurfit WestRock plc,Common Stock,20558991360.0,2026-07-29,63.0
